_id,co_mun,no_mun,ano,variavel,pop_categoria,pop_subcategoria,valor
240,2700102,Água Branca,2014,População residente estimada,Por idade,De 30 a 34 anos,1372
241,2700102,Água Branca,2014,População residente estimada,Por idade,De 35 a 39 anos,1209
242,2700102,Água Branca,2014,População residente estimada,Por idade,De 40 a 44 anos,1068
243,2700102,Água Branca,2014,População residente estimada,Por idade,De 45 a 49 anos,992
244,2700102,Água Branca,2014,População residente estimada,Por idade,De 5 a 9 anos,2031
245,2700102,Água Branca,2014,População residente estimada,Por idade,De 50 a 54 anos,846
246,2700102,Água Branca,2014,População residente estimada,Por idade,De 55 a 59 anos,647
247,2700102,Água Branca,2014,População residente estimada,Por idade,De 60 a 64 anos,613
248,2700102,Água Branca,2014,População residente estimada,Por idade,De 65 a 69 anos,574
249,2700102,Água Branca,2014,População residente estimada,Por idade,De 70 a 74 anos,452
250,2700102,Água Branca,2014,População residente estimada,Por idade,De 75 a 79 anos,303
251,2700102,Água Branca,2014,População residente estimada,Por idade,De 80 anos ou mais,345
252,2700102,Água Branca,2014,População residente estimada,Por idade,Total,20019
253,2700102,Água Branca,2015,População residente estimada,Por idade,De 0 a 4 anos,1873
254,2700102,Água Branca,2015,População residente estimada,Por idade,De 10 a 14 anos,2084
255,2700102,Água Branca,2015,População residente estimada,Por idade,De 15 a 19 anos,2103
256,2700102,Água Branca,2015,População residente estimada,Por idade,De 20 a 24 anos,1856
257,2700102,Água Branca,2015,População residente estimada,Por idade,De 25 a 29 anos,1581
258,2700102,Água Branca,2015,População residente estimada,Por idade,De 30 a 34 anos,1390
259,2700102,Água Branca,2015,População residente estimada,Por idade,De 35 a 39 anos,1230
260,2700102,Água Branca,2015,População residente estimada,Por idade,De 40 a 44 anos,1084
261,2700102,Água Branca,2015,População residente estimada,Por idade,De 45 a 49 anos,1007
262,2700102,Água Branca,2015,População residente estimada,Por idade,De 5 a 9 anos,1972
263,2700102,Água Branca,2015,População residente estimada,Por idade,De 50 a 54 anos,893
264,2700102,Água Branca,2015,População residente estimada,Por idade,De 55 a 59 anos,651
265,2700102,Água Branca,2015,População residente estimada,Por idade,De 60 a 64 anos,607
266,2700102,Água Branca,2015,População residente estimada,Por idade,De 65 a 69 anos,585
267,2700102,Água Branca,2015,População residente estimada,Por idade,De 70 a 74 anos,471
268,2700102,Água Branca,2015,População residente estimada,Por idade,De 75 a 79 anos,313
269,2700102,Água Branca,2015,População residente estimada,Por idade,De 80 anos ou mais,357
270,2700102,Água Branca,2015,População residente estimada,Por idade,Total,20057
271,2700102,Água Branca,2016,População residente estimada,Por idade,De 0 a 4 anos,1841
272,2700102,Água Branca,2016,População residente estimada,Por idade,De 10 a 14 anos,2029
273,2700102,Água Branca,2016,População residente estimada,Por idade,De 15 a 19 anos,2068
274,2700102,Água Branca,2016,População residente estimada,Por idade,De 20 a 24 anos,1851
275,2700102,Água Branca,2016,População residente estimada,Por idade,De 25 a 29 anos,1591
276,2700102,Água Branca,2016,População residente estimada,Por idade,De 30 a 34 anos,1420
277,2700102,Água Branca,2016,População residente estimada,Por idade,De 35 a 39 anos,1265
278,2700102,Água Branca,2016,População residente estimada,Por idade,De 40 a 44 anos,1103
279,2700102,Água Branca,2016,População residente estimada,Por idade,De 45 a 49 anos,1022
280,2700102,Água Branca,2016,População residente estimada,Por idade,De 5 a 9 anos,1930
281,2700102,Água Branca,2016,População residente estimada,Por idade,De 50 a 54 anos,915
282,2700102,Água Branca,2016,População residente estimada,Por idade,De 55 a 59 anos,693
283,2700102,Água Branca,2016,População residente estimada,Por idade,De 60 a 64 anos,609
284,2700102,Água Branca,2016,População residente estimada,Por idade,De 65 a 69 anos,580
285,2700102,Água Branca,2016,População residente estimada,Por idade,De 70 a 74 anos,478
286,2700102,Água Branca,2016,População residente estimada,Por idade,De 75 a 79 anos,327
287,2700102,Água Branca,2016,População residente estimada,Por idade,De 80 anos ou mais,369
288,2700102,Água Branca,2016,População residente estimada,Por idade,Total,20091
289,2700102,Água Branca,2017,População residente estimada,Por idade,De 0 a 4 anos,1809
290,2700102,Água Branca,2017,População residente estimada,Por idade,De 10 a 14 anos,1971
291,2700102,Água Branca,2017,População residente estimada,Por idade,De 15 a 19 anos,2018
292,2700102,Água Branca,2017,População residente estimada,Por idade,De 20 a 24 anos,1854
293,2700102,Água Branca,2017,População residente estimada,Por idade,De 25 a 29 anos,1606
294,2700102,Água Branca,2017,População residente estimada,Por idade,De 30 a 34 anos,1448
295,2700102,Água Branca,2017,População residente estimada,Por idade,De 35 a 39 anos,1295
296,2700102,Água Branca,2017,População residente estimada,Por idade,De 40 a 44 anos,1128
297,2700102,Água Branca,2017,População residente estimada,Por idade,De 45 a 49 anos,1030
298,2700102,Água Branca,2017,População residente estimada,Por idade,De 5 a 9 anos,1895
299,2700102,Água Branca,2017,População residente estimada,Por idade,De 50 a 54 anos,939
300,2700102,Água Branca,2017,População residente estimada,Por idade,De 55 a 59 anos,735
301,2700102,Água Branca,2017,População residente estimada,Por idade,De 60 a 64 anos,610
302,2700102,Água Branca,2017,População residente estimada,Por idade,De 65 a 69 anos,576
303,2700102,Água Branca,2017,População residente estimada,Por idade,De 70 a 74 anos,486
304,2700102,Água Branca,2017,População residente estimada,Por idade,De 75 a 79 anos,342
305,2700102,Água Branca,2017,População residente estimada,Por idade,De 80 anos ou mais,383
306,2700102,Água Branca,2017,População residente estimada,Por idade,Total,20125
307,2700102,Água Branca,2018,População residente estimada,Por idade,De 0 a 4 anos,1789
308,2700102,Água Branca,2018,População residente estimada,Por idade,De 10 a 14 anos,1917
309,2700102,Água Branca,2018,População residente estimada,Por idade,De 15 a 19 anos,1957
310,2700102,Água Branca,2018,População residente estimada,Por idade,De 20 a 24 anos,1855
311,2700102,Água Branca,2018,População residente estimada,Por idade,De 25 a 29 anos,1626
312,2700102,Água Branca,2018,População residente estimada,Por idade,De 30 a 34 anos,1471
313,2700102,Água Branca,2018,População residente estimada,Por idade,De 35 a 39 anos,1321
314,2700102,Água Branca,2018,População residente estimada,Por idade,De 40 a 44 anos,1156
315,2700102,Água Branca,2018,População residente estimada,Por idade,De 45 a 49 anos,1037
316,2700102,Água Branca,2018,População residente estimada,Por idade,De 5 a 9 anos,1858
317,2700102,Água Branca,2018,População residente estimada,Por idade,De 50 a 54 anos,964
318,2700102,Água Branca,2018,População residente estimada,Por idade,De 55 a 59 anos,779
319,2700102,Água Branca,2018,População residente estimada,Por idade,De 60 a 64 anos,611
320,2700102,Água Branca,2018,População residente estimada,Por idade,De 65 a 69 anos,572
321,2700102,Água Branca,2018,População residente estimada,Por idade,De 70 a 74 anos,496
322,2700102,Água Branca,2018,População residente estimada,Por idade,De 75 a 79 anos,356
323,2700102,Água Branca,2018,População residente estimada,Por idade,De 80 anos ou mais,397
324,2700102,Água Branca,2018,População residente estimada,Por idade,Total,20162
325,2700102,Água Branca,2019,População residente estimada,Por idade,De 0 a 4 anos,1773
326,2700102,Água Branca,2019,População residente estimada,Por idade,De 10 a 14 anos,1862
327,2700102,Água Branca,2019,População residente estimada,Por idade,De 15 a 19 anos,1885
328,2700102,Água Branca,2019,População residente estimada,Por idade,De 20 a 24 anos,1848
329,2700102,Água Branca,2019,População residente estimada,Por idade,De 25 a 29 anos,1652
330,2700102,Água Branca,2019,População residente estimada,Por idade,De 30 a 34 anos,1495
331,2700102,Água Branca,2019,População residente estimada,Por idade,De 35 a 39 anos,1344
332,2700102,Água Branca,2019,População residente estimada,Por idade,De 40 a 44 anos,1181
333,2700102,Água Branca,2019,População residente estimada,Por idade,De 45 a 49 anos,1048
334,2700102,Água Branca,2019,População residente estimada,Por idade,De 5 a 9 anos,1826
335,2700102,Água Branca,2019,População residente estimada,Por idade,De 50 a 54 anos,985
336,2700102,Água Branca,2019,População residente estimada,Por idade,De 55 a 59 anos,824
337,2700102,Água Branca,2019,População residente estimada,Por idade,De 60 a 64 anos,614
338,2700102,Água Branca,2019,População residente estimada,Por idade,De 65 a 69 anos,568
339,2700102,Água Branca,2019,População residente estimada,Por idade,De 70 a 74 anos,506
340,2700102,Água Branca,2019,População residente estimada,Por idade,De 75 a 79 anos,372
341,2700102,Água Branca,2019,População residente estimada,Por idade,De 80 anos ou mais,413
342,2700102,Água Branca,2019,População residente estimada,Por idade,Total,20196
343,2700102,Água Branca,2020,População residente estimada,Por idade,De 0 a 4 anos,1757
344,2700102,Água Branca,2020,População residente estimada,Por idade,De 10 a 14 anos,1803
